  15,8,8
  0,0,0
  1
  14,8,8
  0,0,0
  1
  13,8,8
  0,0,0
  1
  13,8,8
  0,0,0
  1
  12,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  9,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  7,8,8
  0,0,0
  1
  0,8,8
  0,0,0
  1

  0,0,0
  0,0,0
  6

  14,8,8
  0,0,0
  1
  14,8,8
  0,0,0
  1
  12,8,8
  0,0,0
  1
  11,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  9,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  7,8,8
  0,0,0
  1
  5,8,8
  0,0,0
  1

  0,0,0
  0,0,0
  6

  13,8,8
  0,0,0
  1
  13,8,8
  0,0,0
  1
  11,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  9,8,8
  0,0,0
  1
  9,8,8
  0,0,0
  1
  7,8,8
  0,0,0
  1
  7,8,8
  0,0,0
  1
  6,8,8
  0,0,0
  1
  4,8,8
  0,0,0
  1

  0,0,0
  0,0,0
  6

  12,8,8
  0,0,0
  1
  11,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  6,8,8
  0,0,0
  1
  6,8,8
  0,0,0
  1
  4,8,8
  0,0,0
  1
  3,8,8
  0,0,0
  1
  3,8,8
  0,0,0
  1

  0,0,0
  0,0,0
  6
  11,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  10,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  8,8,8
  0,0,0
  1
  6,8,8
  0,0,0
  1
  6,8,8
  0,0,0
  1
  4,8,8
  0,0,0
  1
  4,8,8
  0,0,0
  1
  3,8,8
  0,0,0
  1

  0,0,0
  0,0,0
  0
