  2,8,2
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  1,8,0
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,2
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,1
  0,0,0
  1
  1,8,0
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  1,8,0
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,2
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,1
  0,0,0
  1
  1,8,0
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  1,8,0
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,2
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,1
  0,0,0
  1
  1,8,0
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,2
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  1,8,0
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,2
  0,0,0
  1
  3,8,3
  0,0,0
  1
  2,8,1
  0,0,0
  1
  1,8,0
  0,0,0
  1
  2,8,1
  0,0,0
  1
  2,8,2
  0,0,0
  1
  1,8,0
  0,0,0
  1
  3,8,3
  0,0,0
  1
