  12,12,15
  0,0,0
  1
  12,12,15
  0,0,0
  1
  12,12,13
  0,0,0
  1
  12,12,12
  0,0,0
  1
  12,12,14
  0,0,0
  1
  12,12,14
  0,0,0
  1
  
  12,12,25
  0,0,0
  1
  12,12,24
  0,0,0
  1
  12,12,13
  0,0,0
  1
  12,12,13
  0,0,0
  1
  12,12,21
  0,0,0
  1
  12,12,20
  0,0,0
  1
  12,12,12
  0,0,0
  1
  12,12,12
  0,0,0
  1
  12,12,17
  0,0,0
  1
  12,12,16
  0,0,0
  1
  12,12,11
  0,0,0
  1
  12,12,11
  0,0,0
  1
  12,12,13
  0,0,0
  1
  12,12,12
  0,0,0
  1
  12,12,10
  0,0,0
  1
  12,12,10
  0,0,0
  1
  12,12,9
  0,0,0
  1
  12,12,8
  0,0,0
  1
  12,12,9
  0,0,0
  1
  12,12,9
  0,0,0
  1
  12,12,5
  0,0,0
  1
  12,12,4
  0,0,0
  1
  12,12,8
  0,0,0
  1
  12,12,8
  0,0,0
  1
  12,12,1
  0,0,0
  1
  12,12,0
  0,0,0
  1
  12,12,7
  0,0,0
  1
  12,12,7
  0,0,0
  1
  12,12,29
  0,0,0
  1
  12,12,28
  0,0,0
  1
  12,12,6
  0,0,0
  1
  12,12,6
  0,0,0
  1
  12,12,25
  0,0,0
  1
  12,12,24
  0,0,0
  1
  12,12,5
  0,0,0
  1
  12,12,5
  0,0,0
  1
  12,12,21
  0,0,0
  1
  12,12,20
  0,0,0
  1
  12,12,4
  0,0,0
  1
  12,12,4
  0,0,0
  1
  12,12,17
  0,0,0
  1
  12,12,16
  0,0,0
  1
  12,12,3
  0,0,0
  1
  12,12,3
  0,0,0
  1
  12,12,13
  0,0,0
  1
  12,12,12
  0,0,0
  1
  12,12,2
  0,0,0
  1
  12,12,2
  0,0,0
  1
  12,12,9
  0,0,0
  1
  12,12,8
  0,0,0
  1
  12,12,1
  0,0,0
  1
  12,12,1
  0,0,0
  1
  12,12,5
  0,0,0
  1
  12,12,4
  0,0,0
  1
  12,12,0
  0,0,0
  1
  12,12,0
  0,0,0
  1
  12,12,1
  0,0,0
  1
